created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Mar 19 16:14:25 +0000 2024;1770121660211097956;"@tempodotco Kesannya kok macam tak ada perencanaan &amp  pembicaraan yg matang antara eksekutif dan legislatif sebelum keputusan pemindahan ibukota negara diputuskan . Dengan pernyataan ogahnya pihak legislatif pindah ke IKN menunjukkan itu semua..";0;1;0;0;in;2368881722;1770035629075599853;68Supriyono;https://twitter.com/68Supriyono/status/1770121660211097956
Tue Mar 19 10:12:44 +0000 2024;1770030637841547718;"@harjonoabi @akbarfaizal68 @DPR_RI @DPDRI @sociotalker @aguspambagyo @andrinof_a_ch @bsantono Spt pemindahan ibukota provinsi maluku utara diternate ke ibukota baru dipulau halmahera tetap sepi";0;0;0;1;in;2148566490;1769982083974447246;sultan_ied;https://twitter.com/sultan_ied/status/1770030637841547718
Tue Mar 19 06:48:14 +0000 2024;1769979176080347453;"@tanyakanrl Apaan sih kamu protes mulu, bangun sesuatu untuk rakyat itu ga urgent. Kan proses pemindahan ibukota harus cepet jadi kenyamanan pejabatnya harus jdi prioritas, kalo engga nanti pejabat ga mau mutasi ke ikn gimana?";0;0;0;0;in;2855136366;1769700904977027249;aisyjenna;https://twitter.com/aisyjenna/status/1769979176080347453
Mon Mar 18 21:28:35 +0000 2024;1769838333788557519;"Bisa-bisanya obrolan sahur ini ibu buka dengan topik kebijakan pemindahan ibukota negara, dengan di awali dengan pembicaraan soal ktp.";0;0;0;1;in;1404100396977561601;1769838333788557519;undrcvr_agent__;https://twitter.com/undrcvr_agent__/status/1769838333788557519
Mon Mar 18 18:55:48 +0000 2024;1769799883345596692;"@sultanesian @owl_krueger Bukannya alasan pemindahan ibukota ke Samarra itu utk mengakomodir orang² Turki yg sering cekcok dg orang² Baghdad akibat masuknya prajurit² "asing" itu stlh berakhirnya konflik Al-Amin vs Al-Ma'mun?";0;1;0;14;in;1583583295841112069;1769755891962888257;fanka_dam;https://twitter.com/fanka_dam/status/1769799883345596692
Sun Mar 17 01:10:39 +0000 2024;1769169444146942340;"Pemindahan ibu kota merupakan keputusan besar yang telah diambil oleh beberapa negara di masa lalu. Dari Malaysia hingga Australia langkah ini telah diambil untuk mengatasi masalah kemacetan, pertumbuhan yang tak terkendali, dan kepadatan penduduk di ibu kota yang lama | #IbuKota https://t.co/HEJVuhGs93";0;0;1;3;in;23343960;1769169444146942340;kompascom;https://twitter.com/kompascom/status/1769169444146942340
Sat Mar 16 07:15:00 +0000 2024;1768898745062813923;"@DokterTifa Lagian masih aja percaya dia.. heran juga... jika memang pemindahan ibukota di maksudnya untuk rakyat indonesia sih gpp, lah ini malah membolehkan org luar indo tinggal bahkan MENJUAL tanahnya juga... udah gitu dibatasin juga penduduknya demi bla bla yg ga masuk akal!!!";0;0;0;0;in;62031501;1768498563095617706;cipoet08;https://twitter.com/cipoet08/status/1768898745062813923
Fri Mar 15 15:48:21 +0000 2024;1768665546621665399;"@meraaahputiiih Pemindahan ibu kota nusantara akan membuka peluang bisnis baru bagi warga setempat terutama di sektor pariwisata dan properti #IbuKota";0;0;0;0;in;1755063625558188032;1768656114609180981;LidyaSandra25;https://twitter.com/LidyaSandra25/status/1768665546621665399
Fri Mar 15 14:51:00 +0000 2024;1768651117079228680;"@johnykarim Pemindahan Ibukota itu termasuk pemerataan juga :v";0;1;0;0;in;1424573456029347840;1768480994620055643;firman__nurhuda;https://twitter.com/firman__nurhuda/status/1768651117079228680
Fri Mar 15 14:37:42 +0000 2024;1768647767793324249;"@Ricz_sky @gentrifybimbo @leksicunt berarti lu ga ngerti, padahal bangun ibukota di luar pulau jawa itu pertumbuhan ekonomi yang inklusif dan merata di luar pulau jawa, sama ini canberra itu juga sukses di bangun di pedesaan. Nih sekalian baca urgensi pemindahan ibu kota.  https://t.co/95ohgLB9tB";0;2;0;1;in;1706474571925422080;1768290973942235213;routterdamn;https://twitter.com/routterdamn/status/1768647767793324249
Fri Mar 15 14:31:38 +0000 2024;1768646241792249907;"@dkrsdi @Ricz_sky @gentrifybimbo @leksicunt wkwkwk ka padahal usulan pemindahan ibukota udah dari jaman soekarno kak, orde baru juga pernah dibahas, jaman pak SBY juga dibahas, emang baru terealisasikan sekarang, jadi menurutku ini ga terburu-buru.";0;2;0;0;in;1706474571925422080;1768290973942235213;routterdamn;https://twitter.com/routterdamn/status/1768646241792249907
Fri Mar 15 13:26:45 +0000 2024;1768629913823953092;"@routterdamn jujur pengen bgt doa baik, tpi aku udh terlanjur hopeles. liat gmn ikn lebih kentara mudhorotnya dripada manfaatnya. kyk- masalah/urgensi di negara nih kan gak cuma pemindahan ibukota ya, kenapa nggak beresin musibah yg jelas di depan mata dulu sebelum bangun "simbol" pemerataan?";0;2;0;3;in;1253315068055285761;1768624207259423144;sawasawayuure;https://twitter.com/sawasawayuure/status/1768629913823953092
Fri Mar 15 13:17:58 +0000 2024;1768627701555007562;"@sawasawayuure Sebenrnya gagasan pemindahan ibukota udah dari jaman dulu kak, dari jaman orde baru juga dibahas tapi baru direalisasikan pas jaman pak jokowi, sebagai solusi untuk meratakan pembangunan ekonomi, populasi, dan pembangunan di seluruh Indonesia.  Makanya aku bilang lebih baik doa…";0;1;0;0;in;1706474571925422080;1768624207259423144;routterdamn;https://twitter.com/routterdamn/status/1768627701555007562
Fri Mar 15 06:42:28 +0000 2024;1768528171463569430;"@iina_surbakti saya sangat setuju ketua anglomerasi jakarta ditunjuk oleh Presiden agar ada sinkronisasi yg baik saat proses pemindahan aset2 ke ibukota negara yg baru.";0;0;0;0;in;3248886918;1768497071424954855;wrahardian2;https://twitter.com/wrahardian2/status/1768528171463569430
Fri Mar 15 02:05:06 +0000 2024;1768458371517325419;"@novi_cikko @p3d35B4n937 @Bull_winner Brarti sama aja kalo gue bilang skrng anies usung tema prubahan Brarti semua" dia ubah Bahkan semua program yg udh berjalan termasuk pemindahan ibukota Bisa aja kan Toh perubahan Kalo misal gue mikir tema perubahan sesempit lo mikir tema keberlanjutan pragib";0;2;0;1;in;1759509283048488960;1768176644022563284;araaa2236;https://twitter.com/araaa2236/status/1768458371517325419
Thu Mar 14 15:48:07 +0000 2024;1768303102980206681;"@Miduk17 Salah satu tujuan pemindahan ibukota adalah mengurangi kemacetan di Jakarta.  Dan itu sudah berhasil 👍  Sekarang kemacetannya berpindah ke Balikpapan, khususnya saat pagi &amp  sore. Mantap 👍👍  Mau bangun banyak jalan baru untuk mengurai kemacetan?. Solusi jangka pendek guys!";6;18;10;174;in;1700726715197370368;1768264037098541293;anwarsupeno;https://twitter.com/anwarsupeno/status/1768303102980206681
Thu Mar 14 04:01:05 +0000 2024;1768125168613024061;"@KATADATAcoid Ko gue ga kepikiran sampe sana ya bahwa proyek pemindahan ibukota ini trnyta ngerugiin banyak aspek.";0;1;0;2;in;1226803384419700737;1767877691716595898;am_deaaa;https://twitter.com/am_deaaa/status/1768125168613024061
Thu Mar 14 01:37:19 +0000 2024;1768088989083517110;"Suku adat yang tinggal di kampung tua Sabut di antaranya suku Balik dan Paser sudah lama tinggal di lokasi itu. Mereka sudah menetap sebelum RTRW IKN dan jauh sebelum proyek pemindahan Ibukota. "Bahkan leluhur dan nenek moyang mereka sudah ada jauh sebelum Indonesia merdeka,…";3;0;7;12;in;58184629;1768088811144405292;cinnamongirlc;https://twitter.com/cinnamongirlc/status/1768088989083517110
Wed Mar 13 23:22:30 +0000 2024;1768055063770267962;"Zaman bapak pembangunan ada program transmigrasi, yaitu pemindahan rakyat sendiri untuk pemerataan dibiayai oleh negara, begitu yg saya dengar... Era Mukidi ada program mengajak warga negara asing untuk tinggal di ibukota negaranya...";0;0;0;0;in;790079146630057985;1768055063770267962;fauzidjambak2;https://twitter.com/fauzidjambak2/status/1768055063770267962
Wed Mar 13 23:12:22 +0000 2024;1768052514430357872;"Pembahasan RUU DKJ di Jakarta Menuai Kontroversi https://t.co/ZD6j5BRDzc  #RUUDKJ #PembahasanRUUDKJ #BalegDPR #FraksiPDIPerjuangan #Jakarta #NewsSatu #PembahasanMendalam #PembahasanSerius #TidakTergesaGesa #RUUDKJserius #PemindahanIbuKota";0;0;2;3;in;859471627108499456;1768052514430357872;NewssatuCom;https://twitter.com/NewssatuCom/status/1768052514430357872
Wed Mar 13 22:50:00 +0000 2024;1768046883551981680;"@echaanes @txtfrombook Kalau lu emang suka baca harusnya lu bisa menangkap gagasan utama dari postingan ini dan tau tentang informasi ini. Ini BUKAN tentang histori travel dia lol  Jerusalem dia akui sbg ibukota Israel sdgkn tahun itu ada kontroversi pemindahan ibukota Israel dr Tel Aviv ke Jerusalem";0;0;2;15;in;1541618264689651712;1767836574581236043;mnwmrz;https://twitter.com/mnwmrz/status/1768046883551981680
Wed Mar 13 22:34:46 +0000 2024;1768043049693884609;"@abulmuzaffar10 Masalahnya, ga ada masalah soal pemindahan ibukota. Mau dipindah ke Papua sekalipun jg ga masalah. Ibukota cuma utk administrasi negara.   Yg jadi masalah, ini soal knp membuat ibukota. Kenapa ga menjadikan kota yg ada sebagai ibukota baru?  ITU YG JADI MASALAH BERAT DAN UTAMA!";0;1;0;4;in;778692608;1767949715868701126;akubukanako;https://twitter.com/akubukanako/status/1768043049693884609
Wed Mar 13 22:19:01 +0000 2024;1768039085363659030;"@pittos_ @DokterTifa ga salah mw di Sulawesi, Papua, Sumatra a/ di Kalimantan yg jd masalah kesiapannya. Lihat ref cina dlm membangun ibukota, mrk membangun kota2 dulu sebelum pemindahan ibukotanya ada xian, kaifeng, luoyang hingga membuat kota yg bernama Beijing yg skrg jd ibukotanya";0;0;0;0;in;1582227525610061825;1767864355004289095;ararebelz;https://twitter.com/ararebelz/status/1768039085363659030
Wed Mar 13 20:27:15 +0000 2024;1768010960600756306;"@echaanes @txtfrombook keknya bukan masalah riwayat travelling deh, di pict ke-4 dia ngakuin Jerussalem sebagai bagian dari Israel dimana di tahun itu tuh lagi rame²nya berita soal pemindahan ibukota negara itu:))";0;0;2;2;in;708556303;1767836574581236043;_tls123__;https://twitter.com/_tls123__/status/1768010960600756306
Tue Mar 12 20:06:07 +0000 2024;1767643253124575719;"Hasil yg sama jika referendum pemindahan ibukota jakarta....";0;0;0;0;in;1660636875437256704;1767643253124575719;digsdugs12;https://twitter.com/digsdugs12/status/1767643253124575719
Tue Mar 12 13:06:56 +0000 2024;1767537760783696085;"@FuzaFirdaus @PandaMerahku Pembangunan IKN jg Krn mikir selain pembabatan lahan yg makin masif jg gmn dgn manajemen biayany  TPI wlopun itu bagaimana pun sy jg ttp dukung pemindahan ibukota ke Kalimantan entah bangun kota baru ato pake kota yg sdh ad, mmg cocoknya ibukota kt tuh di kalimantan";0;3;0;2;in;1632254408221396992;1767523668987637762;KRathalos97;https://twitter.com/KRathalos97/status/1767537760783696085
Tue Mar 12 13:05:11 +0000 2024;1767537321069756555;"@FuzaFirdaus @PandaMerahku Saya sbnrny aslinya kontra dengan pembangunan IKN saya lebih setuju klo pemindahan ibukota ke Kalimantan cukup pakai kota yg SDH ada aj, mcm Palangkaraya yg dlu kan pas era Soekarno sempat mau direncanakan jdi ibukota negara Krn lokasi ny yg strategis &amp  ditengah2 negara";1;2;1;11;in;1632254408221396992;1767523668987637762;KRathalos97;https://twitter.com/KRathalos97/status/1767537321069756555
Mon Mar 11 02:12:24 +0000 2024;1767010657856356730;"…Dan orang-orang di dalamnya masih banyak yg menolak pemindahan ibukota 🤦🏼‍♂️";0;0;0;0;in;380880363;1767010657856356730;nirwansub;https://twitter.com/nirwansub/status/1767010657856356730
Sat Mar 09 17:08:30 +0000 2024;1766511389441413556;"@heartsmith__ @YusufWi70781128 @toe_giman dengan pemindahan ibukota kan bisa mengembangkan wilayah yang ada di sekitarnya. contohlah jakarta, pesat banget kawasan jabodetabek sekarang mah. dulu juga waktu ibukota mau dipindahin ke jonggol, itu kawasan cibubur - transyogi berkembang pesat juga tuh";0;1;0;0;in;1465574403475836935;1765887451527270534;tiann_24;https://twitter.com/tiann_24/status/1766511389441413556
Thu Mar 07 14:30:57 +0000 2024;1765746968457064471;"Barusan googling JDIH, UU No. 29 Tahun 2007 ttg DKI sbgai Ibukota  NKRI ternyata statusnya masih berlaku.   Dan compare dgn UU  No. 3 Tahun 2022 ttg Ibu Kota Negara pasal 39 ternyata masih jelas menyebutkan Jakarta masih tetap Ibukota sampai terbit Keppres Pemindahan Ibukota.  Ok… https://t.co/J9QUL66RCP";3;10;46;102;in;1270077187;1765746968457064471;dwioktariyadi;https://twitter.com/dwioktariyadi/status/1765746968457064471
Thu Mar 07 14:16:24 +0000 2024;1765743306259284148;"masih DKI Jkt, belom Kabupaten jangan di pelintir dunk bajer hipokrid  ada ketentuan peralihan dlm UU IKN, di Pasal 39. berdasarkan Pasal 39 UU IKN, DKI Jkt tetap ibukota negara sampe dgn terbidnya keppres pemindahan IKN ke Nusantara,kata Dini kpd wartawan https://t.co/IB3guUkiBB";0;0;0;1;in;1370343082495942660;1765743306259284148;mamagemoybiasa;https://twitter.com/mamagemoybiasa/status/1765743306259284148
Thu Mar 07 13:06:31 +0000 2024;1765725716652404831;"Staf Khusus Presiden Bidang Hukum Dini Purwono menegaskan bahwa DKI Jakarta tetap berstatus sebagai ibu kota negara RI sampai Jokowi terbitkan keppres pemindahan ibu kota negara ke Nusantara.  ~N #Jakarta #IbuKota https://t.co/8YFDOeForw";0;1;10;35;in;23343960;1765725716652404831;kompascom;https://twitter.com/kompascom/status/1765725716652404831
Thu Mar 07 11:55:39 +0000 2024;1765707885483536407;"@palingteguh @sociotalker Apakah pemindahan ibukota ke IKN akan menahan atau menghentikan penurunan tanah? Atau kita punya ibukota baru sambil menyaksikan Jakarta tenggelam";0;0;0;0;in;135521811;1764529779989193098;R1ch_k3y;https://twitter.com/R1ch_k3y/status/1765707885483536407
Thu Mar 07 10:54:10 +0000 2024;1765692410385113324;"Staf Khusus Presiden (SKP) Bidang Hukum Dini Shanti Purwono menyebut Jakarta masih berstatus Daerah Khusus Ibukota (DKI) hingga saat ini. Status tersebut hilang jika Presiden Joko Widodo (Jokowi) telah menerbitkan Keputusan Presiden (Kepres) terkait pemindahan Ibu Kota Negara… https://t.co/dMNBEYqZ9D";0;0;0;0;in;902837643024539651;1765692410385113324;medcom_id;https://twitter.com/medcom_id/status/1765692410385113324
Thu Mar 07 07:27:54 +0000 2024;1765640503335501847;"Sejak 15 Februari 2024, Jakarta sudah tak lagi berstatus IKN. Hal tersebut merupakan implikasi dari terbitnya Undang-Undang (UU) No 3/2022 tentang IKN. Pemindahan IKN, mengubah status Jakarta yang semula Daerah Khusus Ibukota (DKI) menjadi Daerah Khusus Jakarta (DKJ).  #DKI #DKJ";0;0;0;0;in;1664572693180747777;1765640503335501847;faktacom_;https://twitter.com/faktacom_/status/1765640503335501847
Thu Mar 07 07:07:22 +0000 2024;1765635334254276701;"IKN jadi ibukota ideal adalah omon-omon.  Pemindahan ibukota ke IKN itu banyak mudharatnya. Tapi siapa yang bisa menjamin hak tanah, hutan, dan warga nggak keganggu sama pembangunan ini?  Siapa???  https://t.co/pt6H7AnlNj";1;0;7;31;in;1278195993796698112;1765635334254276701;jurno_id;https://twitter.com/jurno_id/status/1765635334254276701
Thu Mar 07 04:22:34 +0000 2024;1765593860808622404;"@andri_desmana @elisa_jkt Lah itu yg diquote kan dr komen an yg lagi bahas pemindahan Ibukota Jepang yg g jd akibat biayanya terlalu besar. https://t.co/4jzhjW3gim";0;0;0;5;in;1672169571833495553;1765560065766158764;bdrx212;https://twitter.com/bdrx212/status/1765593860808622404
Thu Mar 07 03:45:11 +0000 2024;1765584453802553360;"@JukiHoki Kota baru lampung. Sebuah kisah pemindahan ibukota provinsi lampung. https://t.co/xwNWAzholG";0;0;1;5;in;138986886;1765281567646368011;kutu_keyboard;https://twitter.com/kutu_keyboard/status/1765584453802553360
Thu Mar 07 03:38:50 +0000 2024;1765582857207230961;"Di UU ikn juga udah dijelasin, kalau semua fungsi pemerintahan ibukota masih di Jakarta jika Keppres tentang pemindahan ibukota belum resmi dikeluarkan.  Artinya harus nunggu presiden meresmikan kalau ibukota resmi pindah 100%. Ini aja masih tahap pembangunan, belum pindah.";0;0;0;0;in;3120724636;1765582066086023630;bsb90000;https://twitter.com/bsb90000/status/1765582857207230961
Thu Mar 07 03:25:26 +0000 2024;1765579483766235425;"Dlm analisa awam, rencana pemindahan Ibu Kota di tanggal 15 Feb 24 ini tak lbh dari sekedar Escape Route yg dipersiapkan unt menghadapi eskalasi politik pasca Pemilu.  14 Feb nyoblos, esoknya ibukota pindah. Demo apapun takkan menjangkau IKN. Agak pinter, saya kasih skor 11/100..";0;0;0;0;in;1250406192020467712;1765579483766235425;erwinoegraha;https://twitter.com/erwinoegraha/status/1765579483766235425
Wed Mar 06 12:27:41 +0000 2024;1765353559414235497;"@PraBagoes Salah. Ibu Kota Negara tetap berada di Provinsi Daerah Khusus Ibukota Jakarta sampai dengan tanggal ditetapkannya pemindahan Ibu Kota Negara dari DKI Jakarta ke Ibu Kota Nusantara dengan Keputusan Presiden. https://t.co/Ik5vr6XxJ0";0;0;0;0;in;1419466702333517824;1765352328717373809;NusBhisma;https://twitter.com/NusBhisma/status/1765353559414235497
Wed Mar 06 12:26:37 +0000 2024;1765353290630594933;"Ibu Kota Negara tetap berada di Provinsi Daerah Khusus Ibukota Jakarta sampai dengan tanggal ditetapkannya pemindahan Ibu Kota Negara dari DKI Jakarta ke Ibu Kota Nusantara dengan Keputusan Presiden. https://t.co/Ik5vr6XxJ0";0;0;0;3;in;1419466702333517824;1765353290630594933;NusBhisma;https://twitter.com/NusBhisma/status/1765353290630594933
Wed Mar 06 03:24:59 +0000 2024;1765216983405277649;"@tvOneNews Undang²perubahan ibu kota sudah melalui kesepakatan DPR dan MPR belum,,,,??? Klo belum berarti TIDAK SAH. Bangsa ini BUKAN milik bapak moyangan Jokowi yg seENAK jidat nya ngubah undang² dan aturan pemindahan ibukota negara.";0;0;0;3;in;1555502668315267072;1765001039412093029;Alamsya44020702;https://twitter.com/Alamsya44020702/status/1765216983405277649
Wed Mar 06 00:36:08 +0000 2024;1765174492110925847;"@JessicaNeo4 Sial,,negara nenek moyang mereka apa? Tunda pemindahan ibukota ke IKN.";0;2;0;1;in;1726538213974769664;1765160930659516444;007_atacante;https://twitter.com/007_atacante/status/1765174492110925847
Tue Mar 05 16:58:53 +0000 2024;1765059419442987056;"@opposite6892 Copot Heru budi hartono dari PJ Gubernur &amp  jangan dikasih jabatan lagi. Agendanya cuma merusak yg sudah bagus/baik di Jakarta oleh Pak Anies agar bisa dijadikan alasan pemindahan ibukota ke IKN.";0;0;0;0;in;1198072444637995010;1764705941893845271;Dian98260592;https://twitter.com/Dian98260592/status/1765059419442987056
Tue Mar 05 04:34:10 +0000 2024;1764872007018303815;"@palingteguh @sociotalker Pertanyaan kedua, apa urgensi pemindahan ibukota? Jika jakarta tenggelam, kota mana yg lebih baik gantikan jakarta? Apa ada, dr berbagai segi, mulai dr sejarah, pusat bisnis, dll peristiwa penting, apa ada? Apa sih makna ibukota?  Jika bangun kota baru, persoalan budget";0;0;0;0;in;1617911075235827712;1764529779989193098;nntweetnn;https://twitter.com/nntweetnn/status/1764872007018303815
Mon Mar 04 17:40:05 +0000 2024;1764707399972327648;"@sociotalker ada referensi/artikel soal rencana pemindahan ibukota jepang?";0;0;0;0;in;586952567;1764529779989193098;agusmibrahim;https://twitter.com/agusmibrahim/status/1764707399972327648
Mon Mar 04 13:51:51 +0000 2024;1764649961973809306;"@palingteguh @sociotalker Lebih setuju niru konsep pemindahan ibukota Korsel yg mana gpp bangun dari 0 asal dilakukan pelan-pelan dan scr bertahap. Korsel sejak 2007 SDH mulai memindahkan ibukotanya ke Sejong namun bertahap dan itu masi berlangsung hingga kini dan dimasa dpn Sejong jd ibukota";0;1;0;1;in;1407757503606054912;1764529779989193098;Muhammad_nsyam;https://twitter.com/Muhammad_nsyam/status/1764649961973809306
Mon Mar 04 12:16:21 +0000 2024;1764625931224924526;"@sociotalker Benarkah di Jepang populasinya menurun? Sehingga kepadatannya berkurang? Sehingga pemindahan Ibukota dengan alasan penduduk padat tidak lagi relevan?  Bagaimana dengan Jakarta?";0;0;0;0;in;1701005629;1764529779989193098;sadadatba;https://twitter.com/sadadatba/status/1764625931224924526
Sun Mar 03 18:20:51 +0000 2024;1764355271210496364;"@TulipKuning5 @EppyAnwar @MataunTuon @DokterTifa terpaksa dan buru2 kata lu?🤣🤣, gw ngakak aja liat komenan tolol kaya gini. kajian pemindahan ibukota udah dimulai dari zaman soekarno goblok. lu sok keras datanya ngawur.  jakarta udah jarang banjir? 😂 seminggu lalu gua brangkat kerja masi banjir tuhh https://t.co/TwPPgbXhNr";0;0;0;0;in;867228096;1763902163296931986;Sitira70;https://twitter.com/Sitira70/status/1764355271210496364
Sun Mar 03 04:46:52 +0000 2024;1764150426394661240;"Dulu menolak keras Pembangunan IKN.  Bahkan mengatakan Proyek Pemindahan Ibukota itu akan mangkrak dsb.  Tapi sekarang dia menyanjung nya.  Hanya orang yang Munafiq, yang bisa dan tanpa malu-malu mengatakan itu.";0;1;0;3;in;2585242076;1764150426394661240;mumungwisnu_1;https://twitter.com/mumungwisnu_1/status/1764150426394661240
Sun Mar 03 04:36:26 +0000 2024;1764147799388717186;"@prebtty @calendzr @tanyarlfes Pemindahan ibukota itu bagus, jakarta udh terlalu padat";0;1;0;7;in;1377637111147335680;1764091164658188746;lnnadi_;https://twitter.com/lnnadi_/status/1764147799388717186
Sat Mar 02 14:55:21 +0000 2024;1763941168419594612;"@DokterTifa Sebelum adanya rencana pemindahan ibu kota, dari dulu jkt emang langganan banjir.. bukannya elu yg seneng kalo banyak yg sakit, biar tambah kaya lu.. Sok" an bilang banjir jakarta dibuat" biar pindah ibukota.. Sebagai orang yg berpendidikan seharusnya anda malu dengan ucapan anda";0;0;0;2;in;1365350290208083973;1763562200478974184;HBekicot;https://twitter.com/HBekicot/status/1763941168419594612
Sat Mar 02 13:00:48 +0000 2024;1763912338976178672;"KPU Nduga juga telah berkoordinasi dengan KPU Papua Pegunungan untuk pemindahan  lokasi, dengan kondisi jaringan yang tidak memungkinkan untuk pleno di Kenyam, ibukota Nduga  https://t.co/pGhyTl5c6X";0;0;0;0;in;4468038016;1763912338976178672;kabarpapuaco;https://twitter.com/kabarpapuaco/status/1763912338976178672
Sat Mar 02 07:04:33 +0000 2024;1763822688991400285;"@FayaAtika Pemindahan ibukota aja tiba2 dilaksanain padahal g d omongan apapun pas pemilu 2019 Gini doang udh g aneh";0;0;0;0;in;1739554112679911424;1763482500385649060;Mrkaikid;https://twitter.com/Mrkaikid/status/1763822688991400285
Sat Mar 02 05:46:27 +0000 2024;1763803031785865397;"@DokterTifa Dari pada anda koar2 cm nebar fitnah..knpa gak lu sedot aja itu banjir jkrta..apa jgn2 mulut anda kena cor juga bilang sumur resapan di cor kmu bilang. Mau tenggalam skli pun jkrta status uda gak ibukota lagi..pemindahan ibukta uda ada undang2 pindah ke ikn. Mulut anda bau skli";0;0;0;0;in;1751408701473529856;1763562200478974184;PanglimaUbur2;https://twitter.com/PanglimaUbur2/status/1763803031785865397
Fri Mar 01 23:27:27 +0000 2024;1763707654445453545;"@UyokTweet Nampanya IKN dibangun memang untuk tempat lari pejabat kalau ada Demo seperti 1 maret. Dan Banjir Jakarta sengaja didiamkan karena ingin Jakarta hancur dan jadi alasan untuk percepatan pemindahan Ibukota. Culas";0;0;0;2;in;1648243386187677696;1763450667652313178;gnieb_namuh_a;https://twitter.com/gnieb_namuh_a/status/1763707654445453545
